,database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
555,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s23_w2.TIF
556,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s05_w1.TIF
557,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s01_w2.TIF
558,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A08_C31_F1_s24_w1.TIF
559,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A03_C10_F1_s04_w1.TIF
560,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s21_w1.TIF
561,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A07_C27_F1_s15_w2.TIF
562,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s11_w1.TIF
563,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s19_w2.TIF
564,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A09_C35_F1_s07_w2.TIF
565,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s16_w1.TIF
566,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A04_C14_F1_s10_w2.TIF
567,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s21_w1.TIF
568,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A02_C5_F1_s06_w2.TIF
569,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A23_C96_F1_s24_w1.TIF
570,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s15_w1.TIF
571,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s02_w1.TIF
572,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s23_w1.TIF
573,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s25_w2.TIF
574,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A19_C78_F1_s24_w1.TIF
575,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s04_w2.TIF
576,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s23_w1.TIF
577,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A14_C57_F1_s09_w2.TIF
578,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A24_C100_F1_s14_w1.TIF
579,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A23_C96_F1_s09_w1.TIF
580,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s21_w1.TIF
581,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s03_w2.TIF
582,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A15_C61_F1_s09_w2.TIF
583,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s02_w1.TIF
584,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s12_w2.TIF
585,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A19_C78_F1_s18_w1.TIF
586,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A19_C78_F1_s02_w2.TIF
587,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s17_w2.TIF
588,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A07_C27_F1_s21_w1.TIF
589,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A10_C40_F1_s09_w1.TIF
590,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A17_C70_F1_s22_w2.TIF
591,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s20_w2.TIF
592,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A23_C96_F1_s22_w2.TIF
593,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s18_w2.TIF
594,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A11_C44_F1_s08_w2.TIF
595,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s10_w1.TIF
596,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s12_w2.TIF
597,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A01_C1_F1_s08_w1.TIF
598,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s09_w1.TIF
599,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s15_w1.TIF
600,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A08_C31_F1_s21_w1.TIF
601,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A15_C61_F1_s07_w2.TIF
602,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A22_C91_F1_s22_w2.TIF
603,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s03_w2.TIF
604,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s09_w1.TIF
605,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A04_C14_F1_s25_w2.TIF
606,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A09_C35_F1_s05_w1.TIF
607,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A01_C1_F1_s18_w1.TIF
608,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A14_C57_F1_s09_w1.TIF
609,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s11_w2.TIF
610,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A24_C100_F1_s11_w1.TIF
611,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s14_w1.TIF
612,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A02_C5_F1_s07_w1.TIF
613,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A03_C10_F1_s24_w2.TIF
614,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A08_C31_F1_s25_w2.TIF
615,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s20_w2.TIF
616,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A19_C78_F1_s19_w2.TIF
617,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A03_C10_F1_s15_w2.TIF
618,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A11_C44_F1_s04_w1.TIF
619,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s16_w2.TIF
620,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A23_C96_F1_s14_w2.TIF
621,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s15_w1.TIF
622,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A09_C35_F1_s25_w1.TIF
623,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s05_w1.TIF
624,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A03_C10_F1_s06_w1.TIF
625,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A10_C40_F1_s25_w2.TIF
626,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A15_C61_F1_s14_w2.TIF
627,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A13_C53_F1_s04_w1.TIF
628,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s19_w2.TIF
629,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A02_C5_F1_s22_w2.TIF
630,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A24_C100_F1_s24_w2.TIF
631,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A01_C1_F1_s15_w2.TIF
632,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A24_C100_F1_s05_w2.TIF
633,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A22_C91_F1_s08_w1.TIF
634,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s16_w2.TIF
635,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A17_C70_F1_s04_w2.TIF
636,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A12_C48_F1_s10_w2.TIF
637,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A24_C100_F1_s02_w1.TIF
638,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A09_C35_F1_s16_w1.TIF
639,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A02_C5_F1_s07_w2.TIF
640,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A10_C40_F1_s08_w2.TIF
641,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A08_C31_F1_s10_w1.TIF
642,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A11_C44_F1_s24_w2.TIF
643,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A19_C78_F1_s14_w1.TIF
644,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s12_w2.TIF
645,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s02_w2.TIF
646,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A17_C70_F1_s23_w1.TIF
647,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A04_C14_F1_s18_w1.TIF
648,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A18_C74_F1_s03_w2.TIF
649,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A22_C91_F1_s02_w2.TIF
650,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s06_w2.TIF
651,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A11_C44_F1_s19_w1.TIF
652,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s21_w2.TIF
653,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A17_C70_F1_s18_w1.TIF
654,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s21_w2.TIF
655,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A22_C91_F1_s18_w1.TIF
656,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A14_C57_F1_s10_w2.TIF
657,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A02_C5_F1_s24_w2.TIF
658,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s23_w2.TIF
659,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A10_C40_F1_s18_w1.TIF
660,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A05_C18_F1_s10_w1.TIF
661,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A01_C1_F1_s07_w2.TIF
662,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A07_C27_F1_s21_w2.TIF
663,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A17_C70_F1_s03_w2.TIF
664,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A23_C96_F1_s07_w1.TIF
665,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s09_w2.TIF
666,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s16_w2.TIF
667,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A12_C48_F1_s17_w2.TIF
668,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A20_C83_F1_s15_w2.TIF
669,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A07_C27_F1_s13_w1.TIF
670,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A06_C23_F1_s01_w2.TIF
671,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s05_w2.TIF
672,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A16_C66_F1_s15_w2.TIF
673,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,nucleus,,f_nucleus,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A21_C87_F1_s24_w2.TIF
674,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A08_C31_F1_s15_w1.TIF
675,Broad Bioimage Benchmark Collection,Synthetic cells,human,u2os,cell body,,f_cell body,fluorescence,bbbc005,/ferrero/stan_data/bbbc005/synthetic_2_ground_truth,SIMCEPImages_A01_C1_F1_s09_w1.TIF
